browser position chr22:39966757-50883518
track name=coords description="Long genes" visibility=2
chr22	39966757	40085740	uc003ayc.3	0	+	39966757	40082410	0	37	236,112,134,98,160,316,93,313,105,425,152,186,118,156,94,203,471,101,124,69,185,127,126,90,193,152,110,134,71,79,122,339,147,123,166,197,3975,	0,27398,29767,48557,63812,70114,72044,75816,77069,78748,87399,88178,88680,88944,89591,90355,91212,92023,92965,93338,93986,94745,95128,97539,99285,100050,101446,102196,103210,106588,107234,108354,108969,110177,111743,113549,115008,
chr22	39966757	40085740	uc003ayd.3	0	+	39966757	40082410	0	36	236,112,134,98,160,316,93,313,425,152,186,118,156,94,203,471,101,124,69,185,127,126,90,193,152,110,134,71,79,122,339,147,123,166,197,3975,	0,27398,29767,48557,63812,70114,72044,75816,78748,87399,88178,88680,88944,89591,90355,91212,92023,92965,93338,93986,94745,95128,97539,99285,100050,101446,102196,103210,106588,107234,108354,108969,110177,111743,113549,115008,
chr22	40139048	40289794	uc003ayg.3	0	-	40139683	40283752	0	7	1240,387,121,119,243,504,96,	0,22179,77949,92796,118721,144355,150650,
chr22	40440820	40731812	uc003aym.3	0	+	40521821	40719245	0	24	182,74,91,68,88,22,342,159,176,75,46,149,126,132,96,184,138,177,147,96,225,71,140,12955,	0,72238,80955,111298,201198,206362,217015,225305,228608,232260,233182,235178,240828,255638,256093,256333,263695,266000,267688,268085,270466,271125,276273,278037,
chr22	40441477	40731812	uc031rxt.1	0	+	40521821	40719245	0	24	115,74,91,68,88,22,342,159,176,75,46,149,126,132,96,184,138,177,147,96,225,71,140,12955,	0,71581,80298,110641,200541,205705,216358,224648,227951,231603,232525,234521,240171,254981,255436,255676,263038,265343,267031,267428,269809,270468,275616,277380,
chr22	40573928	40731812	uc011aor.2	0	+	40574139	40719245	0	23	216,88,22,342,2349,159,176,75,46,149,171,126,132,96,184,138,177,147,96,225,71,140,12955,	0,68090,73254,83907,86763,92197,95500,99152,100074,102070,103194,107720,122530,122985,123225,130587,132892,134580,134977,137358,138017,143165,144929,
chr22	40573928	40731812	uc003ayn.4	0	+	40574139	40719245	0	21	216,88,22,342,2349,176,75,46,149,126,132,96,184,138,177,147,96,225,71,140,12955,	0,68090,73254,83907,86763,95500,99152,100074,102070,107720,122530,122985,123225,130587,132892,134580,134977,137358,138017,143165,144929,
chr22	40806291	41032690	uc003ayw.1	0	-	40807393	40859231	0	15	1620,61,153,1011,172,254,150,176,162,76,56,66,262,62,209,	0,6698,7053,8086,10117,10559,13248,13918,19318,21117,25211,52933,141818,184386,226190,
chr22	40806291	41032690	uc010gye.1	0	-	40807802	40859231	0	15	1620,71,153,1011,172,254,150,176,162,76,56,66,262,62,209,	0,6688,7053,8086,10117,10559,13248,13918,19318,21117,25211,52933,141818,184386,226190,
chr22	40806291	41032690	uc010gyf.1	0	-	40807393	40859231	0	14	1620,61,153,1011,172,254,176,162,76,56,66,262,62,209,	0,6698,7053,8086,10117,10559,13918,19318,21117,25211,52933,141818,184386,226190,
